concept_from_alex_street,count_unique_wiki_article_text_appeared_in,count_unique_wiki_article_title_appeared_in,count_unique_alexander_street_docs_appeared_in
economic equality,416,30,12
good said,416,1,1
shawnee county,416,18,2
ga black,416,5,1
technical improvements,416,1,1
shared equally,415,0,4
colored girls,415,22,8
sarah lee,415,17,1
full benefit,415,2,1
pioneer woman,415,17,1
freedom love,414,4,1
white girls,414,51,2
whole subject,414,0,3
two decisions,414,3,1
social experience,414,0,1
corresponding secretary,414,0,4
first tooth,413,0,1
solicitors office,413,2,1
official commission,412,2,1
made perfect,412,0,1
large organization,412,0,1
united states shall,412,14,2
community chests,412,18,1
ever sat,412,2,1
female teachers,412,0,1
two years spent,412,0,1
female slaves,411,2,1
material things,411,0,2
christmas shopping,411,6,1
woman physician,411,4,2
following figures,411,0,2
one factory,411,9,2
personal character,411,7,1
cannot prove,410,4,1
land planes,410,32,1
race today,410,2,1
labor bill,410,1,1
personal rights,410,12,2
adjutant generals office,410,0,1
gridiron c,410,1,1
paris edition,410,2,2
act shall,409,3,5
law discriminating,409,1,1
field worker,409,0,1
personnel officer,409,15,1
united states outside,408,1,1
physical nature,408,0,1
real cause,408,0,1
earthly life,408,1,1
brief report,408,0,1
four dollars,408,6,1
legal privileges,408,8,1
concealed weapons,408,5,1
great disappointment,407,5,1
ohio law,407,5,3
new feminists,407,6,1
permanently disabled,407,0,1
republican women,406,3,2
moral law,406,6,1
prevent women,406,0,2
mary dyer,406,16,1
southbridge massachusetts,406,19,1
foreign organization,406,21,1
miss paul,406,3,14
income groups,405,12,1
employment program,405,4,1
post graduate course,405,0,1
philadelphia schools,405,40,1
oklahoma supreme court,404,7,1
sixth birthday,404,0,1
preference given,404,0,1
ever thought,404,14,1
special laws,403,0,4
occasion like,403,2,1
marymount college,403,12,1
yeast cakes,403,7,1
orphans home,403,15,1
later campaign,403,0,1
dont need,402,113,3
generation ago,402,2,1
general sort,402,11,1
mr cotton,401,5,1
great feeling,401,2,1
eight oclock,401,15,1
preventing disease,401,2,1
higher places,401,4,1
way pointed,401,5,1
remarkable women,401,2,1
first biennial,401,2,1
home maker,400,7,3
low scale,400,2,1
always sought,400,2,1
industrial safety,400,10,1
testimony given,399,0,1
freedom one,399,1,1
simple fact,399,2,1
musical ability,399,4,1
organizations created,399,0,1
believe however,398,0,1
paid employment,398,0,5
th amendments,398,25,1
women created,398,2,2
jimmy brown,397,30,1
community chest,397,18,2
alice paul,397,4,40
jackson miss,397,1,1
outer world,396,8,1
newspaper men,396,0,1
old idea,396,5,1
western women,396,4,2
taken upon,395,0,1
average span,395,1,1
shall tell,395,60,1
social element,395,0,1
matters connected,395,1,1
active cases,395,0,1
national statuary hall,395,6,1
inquiry concerning,395,17,1
restrictions upon,394,0,3
husbands take,394,0,1
social costs,394,8,1
associated industries,394,4,1
average weekly wage,394,0,1
local landlord,394,0,1
party allegiance,393,22,1
baltimore business,393,2,1
state committees,393,130,1
representatives december,393,1,1
property qualification,393,1,1
little state,393,32,1
african slavery,393,5,1
mrs allen,392,1,1
lived lives,392,4,1
new pastor,392,1,1
dont call,392,65,1
april number,391,0,1
collective farms,391,5,1
standard like,391,23,1
cases women,391,0,1
rest room,390,6,1
th amendment,390,25,3
turn went,390,0,1
daily papers,390,3,1
kitchenette,390,3,1
printed word,390,16,1
old code,389,15,1
regular reports,389,4,1
new negro,389,12,1
club movement,389,4,4
regular order,389,5,1
helen wills,389,20,1
united states marries,389,14,2
marriage state,389,1,1
christian ideals,389,1,2
price comparisons,388,8,1
dr newton,388,16,1
essential characteristic,387,0,1
lower standard,387,0,1
combined list,387,0,1
next bill,387,0,2
states efforts,387,5,1
dont get,387,128,1
train going,387,4,1
packing house,387,39,1
personnel head,386,1,1
group interests,386,0,1
send delegates,386,0,1
following record,386,0,1
mayor jackson,386,9,3
pan american union,386,8,10
fifty cents,386,28,5
filipino women,386,40,2
mr benson,386,10,1
moral life,385,2,1
legislative efforts,385,0,1
old gentleman,385,7,1
little daughter,385,2,1
industrial service,385,13,1
fourth story,385,1,1
girl said,385,4,1
mr kendall,384,1,1
perfectly clear,384,2,2
every question,384,0,1
official bulletin,384,4,1
miss wells,384,0,3
get votes,384,0,1
blessed name,383,3,1
club meetings,383,3,1
public departments,383,68,1
local chairman,382,0,1
casey bill,382,4,1
mr fish,382,10,1
holding public office,382,1,2
additional compensation,382,1,1
legislative year,382,0,1
burning desire,382,5,1
civic rights,381,579,1
voluntary action,381,9,1
full commission,381,0,1
dont first,381,0,1
interesting thing,381,0,1
hour law,380,9,16
earning less,380,1,1
third assembly,380,7,1
husband dies,380,0,1
coming fall,380,0,1
labor conditions,380,2,2
smith chairman,380,2,1
vacation time,379,5,1
take girls,379,29,1
said act,379,1,1
sabbath day,379,14,2
college fraternities,379,8,1
mill factory,378,15,1
large survey,378,4,1
present crisis,378,4,1
teacher help,378,0,1
supreme sacrifice,378,2,1
two institutes,378,0,1
active campaign,377,0,2
men voted,377,7,1
always worked,377,0,1
serious matter,377,0,1
recent days,377,1,1
combined weight,377,2,1
material possessions,376,0,1
national agreement,376,6,1
good administration,376,12,1
general attitude,376,2,1
pennsylvania branch,376,2,7
student policy,376,2,1
word good,376,8,1
new psychology,375,0,1
tireless efforts,375,0,1
three measures,374,17,1
finished reading,374,0,1
south needed,374,1,1
police evidence,374,3,1
outstanding woman,374,9,1
community property,374,9,14
patapsco river,374,6,1
much chance,374,0,1
representative women,374,6,1
following paragraph,374,0,1
cooperative commonwealth,373,52,1
vice leader,373,0,1
unemployed women,373,0,4
philadelphia general,373,8,1
larger percentage,373,0,1
steady decrease,373,0,1
reading matter,373,2,1
hampton institute,373,5,4
annual exercises,372,0,1
day shift,372,18,4
feminist organizations,372,28,2
dollars spent,372,0,1
ward museum,372,5,1
good cheer,372,3,1
machine age,372,8,1
permanent headquarters,372,2,1
joiner bill,372,0,1
following resolution,371,0,17
various occupations,371,0,1
independent means,371,2,1
federal amendment,371,1,7
new civilization,371,1,1
successfully conducted,371,0,1
operasinger,371,17,1
summer conference,370,3,2
grown people,370,9,1
national baptist convention,370,29,4
added much,370,0,1
woman lawyer,370,83,1
specific legislation,370,4,1
complete power,370,0,1
comprehensiveness,370,1,1
little sympathy,369,0,1
law giving,369,0,1
october number,369,0,1
womans party,369,10,369
much concerned,369,0,2
employment may,368,2,2
longer hours,368,0,1
wisconsin people,368,12,1
permanent feature,368,0,1
havent done,368,2,1
american law schools,367,5,1
spring months,367,0,1
give expression,367,0,1
women present,367,2,3
organizing conference,367,0,1
erbout,366,276,1
mr hoover,366,10,8
mrs perry,366,4,1
college league,366,8,1
last senate,366,0,1
special car,366,3,2
make rulings,366,0,1
bible story,365,4,1
act giving,365,0,1
less privileged,365,0,1
george came,365,2,1
womens freedom,365,6,2
phillis wheatley,365,21,2
possible value,365,0,1
fair chance,364,0,1
mr illeg,364,13,1
entirely successful,364,0,1
royal street,364,7,1
little family,364,5,1
public clinic,364,5,1
equal rank,364,1,1
greatest diversity,363,2,1
next point,363,2,1
never turn,363,9,1
federal judgeship,363,1,1
henderson ky,363,4,1
th vote,363,1,1
national political party,362,2,1
male competitors,362,0,4
principal place,362,2,1
new york today,361,0,1
elected superintendent,361,0,1
important period,361,0,1
thrust upon,361,6,1
annual dues,361,0,1
london hospitals,361,55,1
maryland held,361,0,1
often negatived,361,0,1
good report,361,7,1
mrs wall,360,5,1
wear gloves,360,4,1
second paragraph,360,0,1
present policy,360,0,1
house rented,360,20,1
legal equality,360,1,1
law works,359,13,1
phyllis wheatley,359,23,2
subsequent marriage,359,0,1
shining example,359,0,1
moral hazard,359,5,1
woman whose husband,359,0,1
secretarys report,358,0,2
overemphasized,358,0,1
monthly reports,358,1,1
trolley system,358,2,1
great voice,358,2,1
hubbub,358,429,1
mr fitch,358,4,1
official committee,357,3,1
schools accredited,357,1,1
united effort,357,1,5
senior girls,357,8,1
old folks home,356,10,2
already introduced,356,0,1
real silk,356,3,1
productiveness,356,6,1
doctor said,355,0,1
leg muscles,355,4,1
mrs taylor,355,2,3
mission study,355,0,1
work nights,355,1,1
amended act,355,0,1
consumers power,354,2,1
desert sands,354,3,1
eight hours day,354,10,7
sexual morality,354,11,1
good citizenship,354,6,1
recording secretary,354,1,1
proposed resolutions,353,2,1
full hearing,353,1,1
crowning glory,353,2,1
governmental program,353,5,1
cuisiniere,352,30,1
negro education,352,5,1
economic sense,351,1,1
southern women,351,6,1
dont think,351,77,12
occupational diseases,351,16,1
men especially,351,0,1
roses blow,351,1,1
occupational disease,351,16,2
industrial world,350,5,3
old paths,350,17,2
republican nominees,350,7,1
family removed,350,1,1
sick bed,350,3,1
reducing maternal,349,0,1
heavenly father,349,3,4
filipino woman,349,40,1
bill giving,348,0,2
funeral cortege,348,69,1
employed persons,348,2,1
proposed laws,348,0,1
black regiment,348,6,1
rosewhen,348,30,1
economic burden,348,0,1
present law,348,3,4
date shown,348,21,12
amount spent,348,1,1
shutins,348,219,2
maternal instinct,347,9,1
organized work,346,0,1
educational effort,346,0,1
two men met,346,0,1
elective offices,346,102,1
marginal worker,346,1,1
alfred e smith,346,20,1
mighty men,346,24,1
educational efforts,346,1,1
better land,346,13,1
small beginning,346,1,1
practical value,345,0,2
public generally,345,13,1
simple reason,345,6,2
golden voice,345,8,1
mrs martin,345,4,1
administrative departments,345,33,1
seems necessary,345,0,1
daily capital,344,3,1
old theme,344,9,1
governor franklin,344,4,1
reads men,344,1,2
reduced pay,344,2,1
also resolved,344,0,3
adding machine,344,21,1
crash right,343,14,1
united states civil service,343,8,1
fill positions,343,0,1
nine families,343,7,1
nearly dead,343,5,1
present problems,343,0,1
years leave,343,5,1
called forth,343,7,1
literature particularly,343,0,1
womens societies,343,5,1
greatest poet,343,0,1
equal chance,343,0,5
nations building,343,17,1
hurried home,343,5,1
stormy sea,342,9,1
first door,342,0,1
miss washington,342,8,1
anniversary dinner,342,0,1
wilberforce university,342,1,5
bad example,342,5,1
great distress,342,0,1
suffragette movement,341,2,1
equal basis,341,0,3
bugle call,341,22,1
retail grocers,341,0,1
wartime work,341,0,2
striking contrast,340,0,1
wood pile,340,5,1
organized january,340,0,1
chicken farm,340,2,2
commission met,340,0,1
rule requiring,340,0,1
picked men,340,5,1
press campaign,339,0,1
keep informed,339,0,1
divine plan,339,5,1
saith unto,339,0,1
small society,339,8,1
fort wagner,339,6,1
state fairs,339,163,1
paper towels,339,7,1
formal protest,339,2,1
tenement house,339,8,2
want also,338,0,1
washington headquarters,338,16,3
committee presented,338,1,1
flower seeds,338,3,1
circular letter,338,9,2
pure food,338,28,2
pennsylvanias rank,337,4,1
national american woman suffrage association,337,3,1
international feminism,337,4,5
white soldiers,337,7,1
work assignment,337,8,1
hague conference,337,21,12
church women,337,4,3
average percentage,337,0,1
code authority,337,3,2
cannot forget,336,0,1
child since,336,0,1
nearly two hundred,336,0,1
democratic country,336,2,1
columbia type,336,1,1
first woman member,336,0,1
masculine gender,335,1,1
labor legislation,335,6,19
organized november,335,0,1
religious principles,335,0,1
whole question,335,0,4
aaron williams,335,21,1
various professions,335,0,1
human equality,335,40,1
geneva university,334,6,1
extensive field,334,6,1
school discipline,334,6,1
committee room,334,5,1
school commissioners,334,2,1
woman movement,334,14,12
woman national,334,9,1
public charges,334,5,1
beacon light,334,6,2
washington convention,333,11,2
oregon law,333,8,2
code adopted,333,0,1
housing problem,332,1,1
newspapers throughout,332,0,1
seemed best,332,1,1
hearing upon,332,0,1
food bought,332,4,1
people voting,332,2,2
shall read,332,22,1
individual workers,332,0,1
liveoak,332,67,1
new jersey branch,332,0,7
recent meeting,331,0,2
principalship,331,0,2
mr rischer,331,2,1
white veil,331,2,1
second voice,331,13,1
industrial councils,330,12,1
interstate compacts,330,13,3
male worker,330,0,1
proper development,330,1,1
practical matter,330,0,1
third element,330,0,1
interstate compact,330,17,2
human labor,329,4,1
gone ahead,329,3,1
last analysis,329,2,1
make places,329,6,1
full committee,329,1,1
little thought,328,17,1
industrial council,328,12,24
women engaged,328,1,4
mans world,328,45,1
dont like,328,81,2
position either,328,0,1
individual clubs,327,18,2
pleasing god,327,0,1
prices paid,327,6,1
french feminism,327,7,1
federal congress,327,14,1
near new york city,327,0,1
claralie,327,4710,1
michigan branch,327,1,14
street trades,326,35,2
frank boyer,326,22,1
greater percentage,326,0,1
committee stage,326,23,1
whatsoever ye,326,23,1
loveless marriage,326,0,1
organized government,326,8,1
negro women,326,5,31
paid jobs,325,0,1
highest praise,325,0,1
strongly urged,325,1,1
vocational rehabilitation,325,12,1
little mother,325,16,1
maintaining integrity,325,0,1
womans weekly,325,11,1
political outlook,325,0,1
golden thread,324,15,1
extended also,324,0,1
long suffered,324,0,1
national activities,324,4,12
mr savage,323,4,1
neighbors house,323,4,1
sunday issue,323,0,1
force women,323,3,1
exclude women,323,0,5
feminist groups,323,12,1
singleness,323,5,2
following comment,322,0,1
national branch,322,3,1
overstrain,322,22,1
anything may,322,8,1
poor high,322,11,1
keep abreast,322,3,1
precious memories,321,9,1
saviour jesus christ,321,2,1
inalienable right,320,11,2
would consult,320,0,1
dr rowe,320,205,1
congress shall,319,6,1
claim upon,319,0,1
rhode island supreme court,319,10,1
mrs alice,319,3,3
separate lists,319,3,1
labor men,319,0,2
dangerous substance,318,5,1
indirect method,318,22,1
may desire,318,1,1
day workers,318,3,1
tomorrow morning,318,7,1
every section,317,2,2
bible class,317,3,1
douglass high school,317,91,1
food committee,317,11,6
family responsibilities,317,2,1
sales person,317,1,1
international feminists,316,4,1
special legislation,316,1,13
many occupations,316,0,1
swarthmore pennsylvania,316,3,1
sweating system,315,3,4
winters day,315,10,1
mr burnett,315,11,1
vote upon,315,0,1
faneuil hall,315,5,1
e superintendents principals,315,0,1
larger field,315,7,1
de gang,315,30,1
beautiful gardens,314,6,1
proposed standard,314,6,1
foreign women,314,2,2
greatest importance,314,0,1
would rally,314,341,1
silk wool,314,13,1
present conditions,314,3,3
greater need,313,1,2
midwestern conference,313,36,2
separate branches,313,0,1
magna charta,313,12,3
state meeting,313,1,1
valid reason,313,0,1
legal ground,313,0,1
none except,313,0,1
drawing power,313,6,1
command respect,312,0,1
act entitled,312,1,5
touch upon,312,0,1
organized workers,312,2,1
fifth international conference,312,3,2
old ax,312,5,1
jury law,312,0,1
mississippi georgia,312,1,1
negro life,312,10,2
lincoln institute,312,9,1
daily hours,311,0,1
traditional policy,311,0,1
organized july,311,0,1
next order,311,2,2
jury box,311,2,5
employed women,311,0,1
morning telegraph,311,5,1
economic dependence,311,4,2
small thing,310,34,1
think well,310,12,1
every employee,310,0,1
trade said,310,0,1
another industry,310,0,1
couldnt understand,310,0,1
family allowances,309,5,1
united states providing,309,0,1
mr cable,309,1,2
city magistrate,309,2,1
parcel post,309,8,1
first resolution,309,15,2
